tweet,label
@ItsLenDaddy thanks bruh dont ever forget we still on the look out for these faggots ................................. @JustCurrieOn,"[0.09506919234991074, 0.9049307703971863]"
I ain't don't turnin up bitch,"[0.1847744882106781, 0.8152255415916443]"
"Sure I got a nice car, a 60 inch tv, stainless steel appliances in my apartment and a few thousand twitter followers but I ain't got no hoes","[0.31759750843048096, 0.682402491569519]"
@NotReallyGRyan think its cause she saw me doing biceps &#128527;&#128557;&#128514; lmao jk im still a bitch !&#128077;,"[0.25631868839263916, 0.7436813116073608]"
"""Yo mama, bitch."" RT @TheAceTJShow: What was the ONE sentence that ended your relationship?","[0.7330058217048645, 0.2669941782951355]"
Ladies remember other women (including your friends) are trifling you speak TOO great about your nigga other bitches WILL try him smh lol,"[0.22164125740528107, 0.7783587574958801]"
RT @HEGS_com: What's that bright yellow thing the ref just showed to Martins Indi?! I can't remember seeing one of those before! #clubmetro,"[0.9380859136581421, 0.061914145946502686]"
"That's why I keep you here
you ain't like them other hoes","[0.13171325623989105, 0.8682867884635925]"
Naw she not a hoe she just a Freeky Girl,"[0.1161610409617424, 0.8838388919830322]"
RT @gemini_starr These hoes be acting up!,"[0.14336208999156952, 0.8566378951072693]"
@TrippinC bitch you can tweet but not answer?,"[0.23475712537765503, 0.765242874622345]"
I got dirty birds hey shoot like Larry bird hey,"[0.9701043963432312, 0.029895568266510963]"
RT @LouieVRee: Lord help this bitch http://t.co/cr8yfMKtMG,"[0.23042964935302734, 0.7695703506469727]"
"@GoDaddy Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots.","[0.09177140891551971, 0.9082285761833191]"
I have a bitch face and a bitch voice to match it so its kinda hard making friends.,"[0.4634658098220825, 0.5365341901779175]"
&#8220;@eternalhbic: &#8220;@HalfJewish: Stills get no pussy** http://t.co/6uOWecbUQO&#8221; he's jus being rational&#8221; a fag,"[0.09666118025779724, 0.9033388495445251]"
"aaahhhhh my internet has died, for the whole weekend I'm told, just in time to teach me the true spirit of christmas. fucking cunt.","[0.6293662786483765, 0.3706337511539459]"
RT @DJ_Leezy: @TheKaosYatti @JMuggaaa bitch ya mom take it in the ass for the light bill bitch &#128514;,"[0.1889313906431198, 0.8110686540603638]"
I wouldn't be acting like a crazy bitch if you just told me what the hell goes on in your head,"[0.5446755290031433, 0.4553244113922119]"
"RT @D_41395: And I aint got time for bitches , gotta keep my mind on my mothafuckin riches","[0.2485930472612381, 0.7514069676399231]"
"RT @Mikey_Hands: Yankees offseason plan: Sign Sandoval, move A-Rod to first base, shoot Teixeira and throw his corpse in the East River. #Y&#8230;","[0.9659004807472229, 0.03409957513213158]"
"@Lillian__Taylor I'm apparently the ""Good Luck Chuck"" of bitches. -.-","[0.2034948468208313, 0.7965052127838135]"
RT @tylergposey: Happy teen wolf! Here's me with @IanBohen getting ready to bitch slap a berzerker http://t.co/ZChBqXFA0g,"[0.4662915766239166, 0.533708393573761]"
RT @Dan_OSU_Hashtag: You ever look at a bitch and just be like... Bitch,"[0.47507527470588684, 0.5249247550964355]"
"She cares tho. Appreciate her. Lol RT @Jollymann: A trolling bitch is a lonely bitch.""","[0.21014700829982758, 0.7898529767990112]"
""" pimps up pimps up hoes down "" Future voice","[0.8522222638130188, 0.1477777659893036]"
Naw bitch I ain't meek mills http://t.co/wgiLmxT0mc,"[0.2609890103340149, 0.7390109896659851]"
@TheRevAl you are not a cat.you are a pussy! black bored kid kills a cop by starting a fire.WHERE IS THE OUTRAGE YOU PHONY?!?!?!? @FNTheFive,"[0.2558436095714569, 0.7441563606262207]"
o yea!!! liking the yellow:) http://t.co/2wj4wdd0,"[0.9360832571983337, 0.06391674280166626]"
You ain't my main bitch so why the FUCC do you care !!!???,"[0.2134680300951004, 0.7865319848060608]"
RT @Woody_AFC: @MANIAC3X @_WhitePonyJr_ lmaoooo what a bunch of fags,"[0.08903533965349197, 0.9109646677970886]"
Y Rick such a weak hoe n this season? Not a good look fam,"[0.20954734086990356, 0.7904526591300964]"
"RT @GuruJeremy: Hoes use the""it just happened"" excuse as a means to cope wit them being a ho. They make it seem as if they had no control o&#8230;","[0.8247989416122437, 0.17520108819007874]"
Who wanna play pin da tail on da colored man's butt?,"[0.9561920762062073, 0.04380793124437332]"
"it means that im following orders and being subordinate. sue me, ya dyke","[0.21696431934833527, 0.7830356955528259]"
RT @jadefiree: trigger finger keep my pussy wet? no thanks,"[0.6829552054405212, 0.317044734954834]"
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Ebony | ebony texas bbw with big deep pussy http://t.co/dBbxsoW8M2","[0.45462459325790405, 0.545375406742096]"
@quezada_carlos7. Right these hoes on my dick about u dats how,"[0.14819470047950745, 0.8518053293228149]"
RT @IamCache_: Nun but bad bitches link up tonight #MansionElan finna go crazy,"[0.43610283732414246, 0.5638971924781799]"
Dumb cunt,"[0.15129224956035614, 0.8487077355384827]"
&#8220;@_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy wassup&#8221;bye&#8221;bitch you outta order,"[0.22025641798973083, 0.7797436118125916]"
RT @KxRxSxB: Superman. Man of steel - emotions of bitch. #truestory,"[0.36096128821372986, 0.6390386819839478]"
None of my bitches can stay over,"[0.16078078746795654, 0.8392192125320435]"
"RT @proofgelato: Sweet treat at lunch today - raspberry gelato, gin+juice sorbet &amp; brownie gelato! #GelatoCart Thursday - can't wait ...","[0.9485714435577393, 0.051428623497486115]"
RT @Officialsed_: Most relationships end because bitches wanna take advice from their lonely ass single friends! &#128514;&#128514;&#128514;,"[0.256674587726593, 0.7433253526687622]"
"93 feature car

1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... http://t.co/1nkNfZqBo9","[0.9655259251594543, 0.034474100917577744]"
Gotta question the nicca standing next to you cut em off,"[0.7295881509780884, 0.2704119086265564]"
RT @FriendlyAssh0le: i dont give a fuck what my ex is doing... bitch isn't my problem anymore,"[0.6160671710968018, 0.38393282890319824]"
"&#128514;&#128514; niggas sending screenshots of me to they bitches like "" stop texting cuh "" &#128557;","[0.1455422192811966, 0.8544577956199646]"
"You #football #nigga #KISS #ISIS #wifebeater #faggots&gt; WE SEE YOU&gt; Shout it out to the RADICAL #IslamNation, #YO&gt;","[0.08316987752914429, 0.9168301224708557]"
@KiKi_That_Seven Lol I'm not you just can't be sad about things you can't control. But when you walk that stage my nigglet I'll be happy :),"[0.24793507158756256, 0.7520650029182434]"
lmao RT @SirRocObama: Lmaooo RT @ToeKnee2GX: &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557; RT @PeachDulce: I'm not a hoe I'm a people person,"[0.1915721595287323, 0.8084278702735901]"
Iont care about where a n%a been where a bitch goin or the kinda shit they been thru!!,"[0.20244677364826202, 0.7975531816482544]"
Team john in this bitch &#128588;&#128588;,"[0.14414961636066437, 0.8558503985404968]"
@YGJOHNSTON it's always a white bitch doing something OP lol like they give zero fucks when it comes to dick &#128514;&#128514;,"[0.15173746645450592, 0.8482624888420105]"
"&#8220;@Chrissy_Cindy: ""WAKA TAMMY JUST GOT HER ASS BEAT""... http://t.co/9in5IysnpI&#8221; Ctfu how Niggas be they don't ever have they bitch back &#128514;&#128514;","[0.13937807083129883, 0.860621988773346]"
"&#128527; haahaa ,dumb bitch","[0.16248391568660736, 0.8375160694122314]"
"@DamontDa @NateMurdoch @jackdatow2335 @MKpest002 @OandAPests fuck off lil bitch, prolly gotta lil dick","[0.193292498588562, 0.8067075610160828]"
RT @IAMTreyu: We gotta get rid of trash ass Alex smith,"[0.3474239408969879, 0.6525760293006897]"
You got my name In your mouth but I got your bitch on my dick &#128586;,"[0.2652965188026428, 0.7347034811973572]"
So niggas wanna be bitches and shit wearing flowers and shit smh y'all niggas gay!,"[0.1793222576379776, 0.8206776976585388]"
RT @juicygenie: @thotpockets fat bitches that think they cute,"[0.6125475168228149, 0.38745251297950745]"
@AlexDunlapNFL @BDOE_KLBJ that evil son of a bitch deserves everything that's coming to him,"[0.35607317090034485, 0.6439267992973328]"
@rowboy_quest promotion that's hoe ya do it http://t.co/Tpnmbd6z,"[0.304287314414978, 0.6957126259803772]"
"@Sasha_The_II @ATFierce @QueenKhia That bitch is so stupid! It's the BEY hive, not the BEE hive. Lil Kim was the Queen B, Bey IS Queen B","[0.15536433458328247, 0.8446356654167175]"
"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh","[0.25035762786865234, 0.7496423125267029]"
RT @WitchoThirstyAz: I love being loyal to one person &#9757;&#65039;fuck having hoes &#128107;&#128079;&#128524;&#128584;,"[0.13977791368961334, 0.8602221012115479]"
RT @jakesiwy: @Ryan_Murphy3 http://t.co/i1rnKjMKeU fag,"[0.09529608488082886, 0.9047038555145264]"
"RT @allovevie: I know it ain't good, but these hoes gon' do what they wa-wa-waaaaannnnnt.","[0.1767398566007614, 0.8232601284980774]"
You're just trash like sorry,"[0.9723913073539734, 0.02760872058570385]"
eww I hate how bitches dress sometimes,"[0.2139950692653656, 0.7860049605369568]"
@_spenceyy @5SOS not scanger,"[0.6503804326057434, 0.3496195375919342]"
&#128073;RT @Str8_no_Chazer: Bet y'all bitches was deaf to MC Lyte's words about being treated like a queen huh,"[0.423785537481308, 0.5762144327163696]"
these hoes be lying to us nigga,"[0.09868431091308594, 0.9013156890869141]"
So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night,"[0.09495703130960464, 0.9050429463386536]"
I'll still let the plastic bitch do her dollar @DigHerLow.,"[0.2443234920501709, 0.7556765079498291]"
RT @jillxoxo12: anxiety is such a cunt,"[0.40006759762763977, 0.5999324321746826]"
"@burke113 @donthebear ""..the nig..""? ok, you're the big time shit talker on twitter no name, no face, no info","[0.11146430671215057, 0.888535737991333]"
RT @BALTsneakerShow: Water is wet. RT @202SOLE: Nike DC is trash.,"[0.938383162021637, 0.06161677837371826]"
RT @Manstagram_: When your trying to resist the urge to smack a bitch http://t.co/8eQ3xB8Cjb,"[0.3479263186454773, 0.6520736217498779]"
I dont fuck wit hoes or broke bitches,"[0.1353243738412857, 0.8646755814552307]"
My bitches not average. Spend money I got it. Ya girl want me she gon get fucked ain't no askin,"[0.28832557797431946, 0.7116744518280029]"
"@bestassbestface omg ur finally losing ur patience. ""Cause ur a hoe!"" I love it. &#128514;&#128514; can't stop laughing.","[0.5998867750167847, 0.40011319518089294]"
RT @hoadie1006: #vermontgirlsbelike my hick accent comes out when I get around my family #vermontproblems @THISISVT,"[0.9422681331634521, 0.05773192644119263]"
I'm tired of bitches thinking they cool when they ugly. If you're ugly bitch that's all you are is ugly,"[0.16529692709445953, 0.8347030878067017]"
Kim Kardashian look like a tranny with all that surgery,"[0.920958936214447, 0.07904102653265]"
"You're unattractive &#8220;@Therealalonig: $10,000 dinner dates with yo man bitch. #pow @karrueche http://t.co/KRFe8NXWNz&#8221;","[0.3430919647216797, 0.6569080352783203]"
RT @nhalegood: When hoes feel like their photo didnt get enough favorites http://t.co/Gi3xXzBbq9,"[0.7847633957862854, 0.21523664891719818]"
"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha","[0.9519210457801819, 0.04807892441749573]"
&#8220;@JayGorgeous: i need more beanies&#8221;just ordered two true religion ones lol,"[0.6772313714027405, 0.3227686285972595]"
"Shawty pussy wet, the dope drippn wet &#128166;","[0.38192540407180786, 0.6180745959281921]"
Bsd bitch make it clap,"[0.17696818709373474, 0.8230317831039429]"
&#8220;@TheRealMFast: I hate this shit like why y'all bitches think that's cute? http://t.co/UXSzeXGUjU&#8221;&lt;total clothing violation,"[0.5842887759208679, 0.41571125388145447]"
Mother Nature hates the Yankees and baseball,"[0.9157372117042542, 0.08426276594400406]"
"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie","[0.08849295228719711, 0.9115070700645447]"
Yas bitches http://t.co/yey8ml5snK,"[0.1886565238237381, 0.8113434910774231]"
Megatron must've fucked Stafford bitch or something.. He will not throw my mans the ball.,"[0.6359836459159851, 0.3640163242816925]"
@vewxyz this bitch........,"[0.17975343763828278, 0.8202466368675232]"
RT @LouieVRee: Dyke bitches walk around proud with their pregnant girlfriend like they got her pregnant,"[0.19831344485282898, 0.8016865849494934]"
"Thanks to @JoMousley80 cracker tweets today, my pilchards on Krackerwheat are repeating on me like a typical night on the #BBC :-/","[0.8814312815666199, 0.11856876313686371]"
@Oskzilla in San Diego niggah!,"[0.09048453718423843, 0.9095155000686646]"
RT @Midwestmiles: This hoe ass ref got hit and fined the fighters,"[0.17895475029945374, 0.8210452795028687]"
if youre not cheering for mexico youre a little bitch,"[0.1907622069120407, 0.8092378377914429]"
&#128073; RT @_WSBG: I'd rather be called nigger than a uncle tom or a mark,"[0.11347856372594833, 0.8865214586257935]"
My worse bitch looks better than your main bitch. Now that's bad right there lol,"[0.17758260667324066, 0.8224173784255981]"
RT @RipCaps: I wish I would chase a hoe .,"[0.1680060625076294, 0.8319939374923706]"
"Im ice cube, u can call me the grinch. i got ur list but i aint giving u shit, bitch.","[0.8274025917053223, 0.17259745299816132]"
When niggas say they like Latinas they don't mean you fat bitches that smell like fajitas,"[0.26093730330467224, 0.7390626668930054]"
"RT @Macbeth870: #bowebergdahl There hasn't been a trade this lopsided since Babe Ruth was traded to the Yankees for ""No No Nanette"" cash.","[0.9341100454330444, 0.06588997691869736]"
"@YourDudeFerg @SammyLightning_ I wish you wood, like a tree in this bitch.","[0.22546707093715668, 0.7745329141616821]"
RT @KathrynBruscoBk: Think #windturbines are bad for birds? Compare: http://t.co/FpOSfLdOXW via @BloombergNews http://t.co/Eh6I7dOjUz via &#8230;,"[0.870316207408905, 0.12968377768993378]"
Tell me that that pussy is mineeeee,"[0.4313829243183136, 0.568617045879364]"
RT @ThePlanetVenus_: I'm obviously Morello from OITNB cause crazy and jealous bitch.,"[0.6773724555969238, 0.32262757420539856]"
These hoes really make me laugh lol,"[0.2192825824022293, 0.7807174324989319]"
"I can jig, but I can't jig jig. &#128514; like that new jigging got so much in it that you could do, you really gotta be in shape for it.&#128514;","[0.9707382917404175, 0.02926168218255043]"
"Im a different nigga...if the pussy good im not tryna fuck for no 20mins..im stopping, backing out it, anything i ca think of to last longer","[0.38673844933509827, 0.6132615804672241]"
"@NYRKelsMads 
I gots to be bein colored and all","[0.9224806427955627, 0.07751939445734024]"
RT @KingDingDong22: &#8220;@WestSideFlee: Give us our credit bitch.. We went out there &amp; took that W. http://t.co/jz4lYhSrHC&#8221; @BMarshall took tha&#8230;,"[0.7546732425689697, 0.24532677233219147]"
retweeting ah bitch tweet is flirting nowadays,"[0.4221329391002655, 0.5778670310974121]"
It aint nuttin to cut that bitch off......thats why that shit my ring tone &#9995;,"[0.21574288606643677, 0.7842571139335632]"
